,瘩臂,厩敲咯何,免贸
31580,内肺唱 肯摹魄沥罐酒档 个 腹捞 塞甸促带单 眉仿档 唱狐瘤绊,0,./data\牢荤捞飘.csv
42567,鞍篮切背 鞍篮苞 背荐啊 郴 酒狐牢单 43捞 公郊狼固啊乐澜,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
43291,梆 60混 摹绊 闰赣府啊 绝畴秒诀器扁 规备籍 洒虐 酒聪畴,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
29774,酒 楼刘犬唱匙 痢痢 荤恩甸捞 けず 啊唱 恐 历矾衬 档措眉,0,./data\牢荤捞飘.csv
29776,菊栏沸 扁刘磊刚历 荐贱霖厚甫 促 秦初绊 霖厚甫 秦具摆匙夸,0,./data\牢荤捞飘.csv
32611,穿啊 荤林搁 冈绊 荤冈栏扼搁 救 冈阑芭鞍酒 唱绰唱绰 弊贰,0,./data\牢荤捞飘.csv
31833,鞍篮 流厘牢栏肺辑 鞍篮 辟公 荤捞努阑 档绰霸 嘎变 窍瘤夸,0,./data\牢荤捞飘.csv
37130,救傈厘摹 嘎绰单 冻绢瘤瘤 臼霸 父 秦扼 弊矾搁 牢沥秦临霸,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
41456,郴啊 敬 臂 格废捞唱 焊绊客辑 吝傍舅官鸥飞秦 洪脚酒 せせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
32516,货尝颊啊遏俊 巩脚沁绰单 距瘤绰 购富货尝颊啊遏篮 家瘤涝聪促,0,./data\牢荤捞飘.csv
32505,没家斥扁牢啊 せせせせ 颊啊遏俊促 竣胶钎矫 せせせせせせせせ,0,./data\牢荤捞飘.csv
35907,NSA FBI CIA DEA TSA IRS 促 焊郴绰芭烙,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
35912,固 惫规何 傍权俊父 棵妨档 葛电 楷规扁包俊辑 杭 荐 乐澜,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
35946,具 辟单 剧揪绰 弊犯促 摹绊 碍屈宽茄抛绰 恐 弊矾衬 せせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
41743,过困俊 辑妨绰 包技没厘 捞犯霸 刮盔 锭妨持栏搁 登瘤 臼畴,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
32114,候洒飘 柳楼 夸硫 捣俊 固模芭 例角洒 蠢肠 whyrano,0,./data\牢荤捞飘.csv
36097,畴公 肋 绢匡府畴 せせせせせ 剧抗盔篮 历府 促凤具 茄促畴,1,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
36018,倾府档 烹楼俊 乔何档 历犯霸 歹矾款单 荤柳篮 恐 嘛绰芭衬,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
43241,弊成 聪芭档 给瓜绰单 官捞电 付胶农 长 聪芭 せせせせせせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
36491,老海 况磐付农 隔贰 冠酒初瘤 弊法衬沥富 矫扁利例茄 磊丰促,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
43242,惫刮楷陛傍窜阑 林公福绰 傈扼档 酒历揪甸贸烦 家抚蹈畴ぇぇぇ,1,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
35812,春垮矫霸捞促 粮唱 乞拳酚促 档措眉 绢叼辨贰 弊繁 盒困扁衬,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30062,酒聪 捞怕盔啊辑 贱冈篮巴档 酒聪绊 付乔酒霸烙捞扼聪 筋钮飘,0,./data\牢荤捞飘.csv
41813,21技扁俊 酒流档 蕊急措盔焙 付牢靛 啊柳 荤恩甸 焊搁 曼,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
31733,啊荤客 腊酒俊 规秦啊 瞪 荐 乐促 せせせせせせせせせせせせ,0,./data\牢荤捞飘.csv
30039,酒聪 眶栏搁 救登绰单 付乔酒 霸烙茄霸 构 せせせせせ ばば,0,./data\牢荤捞飘.csv
41503,气胶啊 弊唱付 吝档俊 加窍绰 镑烙 弊贰辑 飘烦橇啊 亮酒窃,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
32952,ぇあけ父 绝绢档 富档 救登绰 沥氓捞 唱棵 老篮 绝阑 刨单,0,./data\牢荤捞飘_biz.csv
29529,富 救甸阑波搁 甸绢坷瘤富带啊历繁 棱巴甸篮 根嫡捞啊 距捞瘤,0,./data\牢荤捞飘.csv
41798,措过盔 两逛捞匙抄 措过盔 魄搬唱搁 奴老 唱绰 临 舅疽绰单,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30028,内肺唱吧啡促绰 救鸥鳖款娟变单付乔酒霸烙 倔付唱 犁拐菌阑鳖ぞ,0,./data\牢荤捞飘.csv
41724,瘤必洒 炼季胶矾况辑 愁而瘤档 臼澜 せせ 开矫唱 捞繁 蠢肠,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
36203,捞 酒犁 焊荐肺 坷歹聪 弊 绢恫 焊荐焊促 凯老窍矫匙せせせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
29619,力措肺 犬 贸国秦扼 ぱぱ 瘤啊 够肋给沁绰瘤档 葛福匙 ぱぱ,2,./data\牢荤捞飘.csv
29640,荤恩甸捞 付胶农甫 静绊 促聪聪鳖 胶飘饭胶 罐唱官 抗刮窍绊,0,./data\牢荤捞飘.csv
41794,咯己己捞 甸绢啊绰 葛电吧 痹力窍绰 唱扼せせせせせせせせせせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
31771,せせせ 肚 快福福溺溺 焙溺 焙溺 窍搁辑 茄巢甸 隔妨坷摆匙,0,./data\牢荤捞飘.csv
37287,技岿龋锭 柳楼 扼搁父 冈绊 老茄货尝绰 付赤荤成 寸窃 せせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
33935,家厚磊啊 柯扼牢栏肺 1000盔楼府 备概窍搁 荤厘 ざ颊秦畴,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
32195,27父盔楼府 扼牢诀捞 bts候桂or 喉俏 沥档 登搁 しじ,0,./data\牢荤捞飘.csv
35195,靛叼绢啊 酒聪扼 捞固 烤朝何磐 措啊府 律俺廉乐带 揪国访烙,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
43482,楷钦捞 弊唱付 吝档瘤氢窍绰 盲澄烙 混娄 谅螟吝档捞变窍瘤父,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
43536,しげ 铰菩啊 吝夸茄霸 酒聪扼 刮林林狼甫 瘤虐妨绊 窍绰芭烙,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
42084,"厉啊 恐 弥绊狼 急芭傈巩啊烙恐
老海撇迭甸档 俺久傈巩啊垒酒",0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34425,辫拌鄂 捞芭 饶加栏肺 父甸绊 酵菌摆匙公牢档 积粮扁 捞繁芭,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34433,侥拱切磊 粱父 滚萍搁 6撅 罐绰单 酒甸 积老捞 构扼绊せせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34438,积拱切磊 坷瘤匙 ぇぇ 酒甸积老 积阿窍促啊 妇距秦廉滚啡备父,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
28110,eng sub for your global viewers,,./data\捞惑刮.csv
34446,冀胶 救窍绊 滚凭霸 俩 措窜窃老林老父 救秦档 给滚萍摆带单,1,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34704,客 矫兑芭府促 秦辑 合茄富牢单 牧剂 坷瘤霸 棱绊 畴仿窍匙,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34867,亥明甫 荤靛妨具瘤 肚 家坊配衬磊尔龙俊 傈锅林家鳖瘤 鳖滚覆,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
37755,快祈捧钎尔 泅厘捧钎 蝶肺 拌荐秦 焊搁 快急 瞪 老 酒囱啊,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30595,老窍绊 端轿绊 窍搁辑 函扁尔 静饭扁烹俊 俺充档 鞍捞滚啡唱,2,./data\牢荤捞飘.csv
30588,捣 林绊 乐菌促绰 芭 梅舅疽畴 林绰 吧 皑荤窍霸 积阿秦扼,0,./data\牢荤捞飘.csv
30454,荤雀俊 利览 给秦辑 户甸绢客初帮 捞力客辑 荤雀利览 しじぉ,0,./data\牢荤捞飘.csv
43481,矫埃逞绢辑 捧钎茄芭绰 钦魂 窍搁 救登瘤 捞狼力扁 且父 窃,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
41570,弊贰档 何烹飞 8斥 沁促弊犯促绊 官捞电 亮酒窍绰扒 酒聪绊,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34499,捍父捞 唱啊辑 快铰沁栏搁 春胶 唱棵沥档狼 努扼胶牢淀 せせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
28416,救崇窍技夸 凯咯几俺涝聪促 弊贰辑 扁槛荤俊辑 泪阑 给磊唱航,0,./data\捞酱 嫩.csv
43057,固惫仇甸捞 炼急俊辑 捞繁富 窍绰芭 焊搁倔付唱 绢捞啊绝阑鳖,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34936,局固 焊瘤 沤窍促倔冻搬俊 积败唱绊辑绰捞繁 胶配府甫 结埃促,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30499,厘抄窍唱 历扁俊辑 0窍唱哗绊 2500盔 蹬毫具 沥脚瞒府聪,0,./data\牢荤捞飘.csv
28331,唱 鞍酒档 绊家且淀 粮唱 家抚尝摹绰单 力沥脚 酒囱芭 鞍澜,0,./data\捞酱 嫩.csv
36768,せせせせ 力老 吧矾具且 巢磊 1鉴困 老海面狼 臂捞菌嚼聪促,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34908,呈啊 999 老霸捞焊促 瓷仿乐绊 腹捞 硅款芭 厘淬且荐乐促,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
28292,捞芭 官 捞力 快府 荤柳 给 棵妨 厚傍俺 拌沥俊父 棵府磊,0,./data\捞酱 嫩.csv
36767,せせせ捞货鳖 咯磊搁 促芭福匙 沁绰单 柳楼 促 吧矾辑 しげ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
28204,屈丛 瘤固蜡屈丛苞绰 绢痘霸 舅霸 登脚扒啊夸せぞせぞせぞせぞ,0,./data\捞惑刮.csv
41254,固惫俊辑 灌囚瘤搁 促澜篮 快府唱扼 瞒肥促 措过盔 阿坷秦扼,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34899,蜡惯牢单 蜡规捞扼绊窍咯 唱狼惯扁甫 蜡规窍看栏骨肺 しげ靛覆,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30282,情 救鸥鳖框 ばば 绢叼 唱啊瘤档 给窍绊 评尝府 霸烙茄芭贬,0,./data\牢荤捞飘.csv
30587,郴 糠俊 荤绰模备 唱客辑 肋冈绊 肋混绊乐绰单 购 俺家府具,0,./data\牢荤捞飘.csv
28179,促矫焊扁肺 焊备 瘤陛 阜 场唱辑 鹅厚掺备 穿奎绰单 惑唱勒,0,./data\捞惑刮.csv
34384,传捞尔 内父 扒靛妨档 辫力悼 倔奔档 肋积扁霸 函窃 贾流洒,1,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
36626,笛捞 登绢滚赴 朝 镭篮巴 鞍篮 呈狼 葛嚼俊 辫瘤绕 揪惯酒,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
36507,公家蜡甫 窍妨搁 捞傈俊 家蜡茄 巴捞 乐绢具 初阑巴档 乐骂,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34747,倔付唱 混芭扼绊 坷悼唱公杯捞唱 楼林搁 登瘤 瞒绰 构且扼绊,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
36510,犁俺惯犁扒免 登搁 歹 坷甫 扁措皑 酒匆鳖 篮付酒颇飘 毫扼,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
42365,捞货尝 捞芭 肚 焊匙せせせ呈捞 久货播聪 坷单 荤衬榴扼档衬,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
28781,せせせせせせせせせせせ愁法摆促 弊贰档 弊吧肺 庆绢龙 巴鳖柳,0,./data\捞酱 嫩.csv
28755,局啊 唱客辑 扁鸥摹绊 畴贰 何甫锭 何扼磊 哈弊ぱ 构茄芭咯,1,./data\捞酱 嫩.csv
37650,快府啊 葛福绰 沥焊 粱 林扼 促 酒绰芭垒衬 老海绰 霖促父,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
36541,抗盔捞 阂绊扁绰 硅呕朝鳖毫 给冈摆歹扼 ば捞扒 绊家 给窍瘤,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
28737,唱绰 6老郴郴 芒巩栏肺 朝 官扼毫林瘤臼酒辑 扼绊 积阿寝澜,0,./data\捞酱 嫩.csv
27989,逞 胶飘饭胶 罐瘤付矫绊夸 捞惑刮揪 付澜 祈窍脚单肺 窍技夸,0,./data\捞惑刮.csv
43557,せせせ 飘烦橇 傣俊 茨篮捞甸 锐噶绊巩 碍档父 臭酒廉 啊畴,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
28722,攫哩埃 促 啊霸骂 篮辟浇陆 拌加 啊拜 坷福绰芭 逞 浇仟促,0,./data\捞酱 嫩.csv
30825,沥何丛 柳楼 捞繁富鞍瘤档 臼篮 家府 甸绢林扁父 窍技夸ぱぱ,0,./data\牢荤捞飘.csv
41319,せせ 冠辟驱 救磷菌绰单 堡拳巩栋唱辑 力林档啊辑 侗摹绊 活,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34856,けじぞ 林绰 祸捞甸篮 柳楼啊瓷己捞 绝促 洒虐内葛府 货尝甸,1,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34821,馒窍促 捣 歹 国绢 措冠唱绊 唱吝俊 龟明 bmw档 荤靛妨,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
41316,快颇俊 碍仿茄 矫刮 笼窜捞 绝栏聪 谅颇甸篮 付澜帛 劝俺魔,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30294,せせせせせせ付乔酒绰 倔奔阑 甸绢林技夸 寸脚捞 内肺唱涝聪促,0,./data\牢荤捞飘.csv
41298,具 沥府 肋沁促 しげ 捞贰 葛酒初绊 焊聪 啊包捞匙 せせせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34315,绊家绰 啊瓷 窍促聪鳖八荤啊 扁家 且 瘤 救且瘤啊 包扒捞绊,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30438,背档家俊辑 捣档 林唱せせせせせせせせせせせせせ 绢捞啊 绝匙,0,./data\牢荤捞飘.csv
34269,钦过利栏肺 绊眠甫 畴免且荐乐绰 蜡老茄 傍埃牢单 酒奖霸灯畴,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34179,历繁镑俊辑 坷淋轿促 咯磊啊 巢磊波 焊搁 巢磊啊 贸国罐摆瘤,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34229,历繁镑俊急 歹宽 钢府辑 部眠 促焊捞霸 轿林绰 功固啊 乐瘤,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
42269,两季 刮两寸 固念 刮两寸急芭包府 傍炼 蛆距阑 眉搬 寝寸膊,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
42279,锄解篮货长 唱措瘤付扼せせせせ龙窍搁 构 粱 崔扼焊捞绰临酒衬,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34135,弊成 聪且老父 肋窍搁 等促弊捞惑篮 坷瘤洱捞瘤鞠瓢 绵窍茄促,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
32042,27父盔捞搁郴啊 荤绊酵篮 弃扼肺捞靛俊 鞘抚 40厘 啊拜捞匙,0,./data\牢荤捞飘.csv
31789,焙措档 啊具瘤 瘤甸捞 购单 焙措啊 救啊绊 己瞒喊阑 富窍绰啊,0,./data\牢荤捞飘.csv
31864,瘩臂芒 俺眶扁匙 せせせせせせせ 急琶利 馆老款悼 凯缴洒窍技夸,0,./data\牢荤捞飘.csv
32020,候洒飘绰 距埃 埔甸阑 龋备肺 焊绰 版氢捞 乐澜 俺饺促 柳楼,0,./data\牢荤捞飘.csv
38285,磊 付瘤阜栏肺 促矫 芭沸 窍绰 酒贰臂阑 肋 焊档废 秦扼 せ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
36179,捞弧解篮 全绢魂价厘 官柠国饭 炉俺 窍捞宏府靛具局借促 せせせ,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
31596,辟单 内肺唱 饶蜡刘 厘扁扁瓷 促噶啊柳促绰单 急荐积劝 绢墨穿,0,./data\牢荤捞飘.csv
36189,寸楷茄芭 酒衬焊荐扁垫鼻篮 弥鉴角 持阑父怒 沥狼酚瘤 给窍聪鳖,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
39683,困扁绰 扁雀牢单 馆措肺 利必利栏肺 老老眉氰 窍搁 蕊寝阑刨单,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
41666,府倔倒 静绰局甸捞 捞惑茄芭酒聪衬 せせせせせせせせせせせせせせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30830,固贰俊 本绢磷瘤 臼扁困秦 瘤陛 本摆促绰 窜侥捧里 牢惑表匙夸,0,./data\牢荤捞飘.csv
31008,凯绝绢辑 葛福继促绰单 瘩臂 呈公秦 力格父 焊绊 瘩臂促唱毫嫀,0,./data\牢荤捞飘.csv
31017,捞芭 扒措 菊俊 瘤唱啊绰 瞒牢淡 快府 切背档 瘤唱磨吧 酒付,0,./data\牢荤捞飘.csv
36556,掉粱 歹 疥霸 冠酒临荐 绝衬 せ 绢瞒乔 秦寇 览叼恩辑 せせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30805,曼滨滨窍促 弊父怒 芭扁辑 老阑 秦辑 荐寸捞 唱柯促搁 葛甫鳖,0,./data\牢荤捞飘.csv
39605,弊繁单 呈绰 恐 捞犯霸 蕊盒秦辑 弊矾衬 せせ 利寸洒 皑轿扼,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30742,愁矾艾唱了窿绊 国罐绊 乐绰扒单夸硫 柳楼 俺唱家唱 促 矫困匙,1,./data\牢荤捞飘.csv
39600,历 臂 棵赴 颊荐龋 谅颇率局甸 规价俊 唱坷带 肺胶酿 免脚烙,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30719,荐寸档 救拎具 窍绰芭 酒囱啊夸 国罐绰 吝牢单 捣阑 霖促绊夸,0,./data\牢荤捞飘.csv
40588,公辆背牢 郴啊 好阑订 炼急 俺刀货鳖甸捞 歹 歹矾况辑 けじぞ,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
43024,聪啊 窍绰 稠府啊 堡林气档甸捞窍绰 稠府促 粱 舅绊 矫何妨扼,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
30645,荤雀利 距磊 穿啊 荤雀利 距磊扼绰 扒瘤弊霸 了窿绊 且家赴啊,0,./data\牢荤捞飘.csv
36668,历 沥档绰 逞绢啊 捞 货尝甸酒聪啊 历 历累鼻 林牢捞 酒聪搁,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
36249,盲鉴角 惫沥瓷仿 ざさぜず酒橇府墨配牢久逞荤寒巩犁居傍魂寸180,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
39703,厩付绰 荤恩倔奔肺 呈锐甸 弊府绊 郴 扮俊档俊 赣拱矾 乐歹扼,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
31647,绢叼艾绰瘤 悼急粱 ぞぞ救啊霸 酒 绵备急荐扼辑 弊谍芭绝唱せせ,0,./data\牢荤捞飘.csv
30478,捣绝栏搁 裹了茄促绊 蛆冠龙捞具 绢叼辑せせせ登冈瘤 给茄巴甸捞,0,./data\牢荤捞飘.csv
36187,公焊荐豪荤康旷 せせせせせせ夸硫 矮吝鼻 矮刮捞 凯老茄促 捞扁,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
35162,弊贰辑 瘤陛 府犁疙 府倡访措急林磊 急龋档 操霖洒 郴绊乐垒绢,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
33146,弊烦 拳捞磊绰 歹 诀弊饭捞靛 窍摆瘤奥甸捞 啊父洒 乐摆衬ぱぱ,0,./data\牢荤捞飘_biz.csv
36014,捞繁芭 镜妨搁 秦寇 览爹捞 酒囱 捞惑 蜡丰 vpn 结具摆瘤,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34317,脚绊绰 穿备唱 啊瓷窍促八荤啊 扁家且瘤 救且瘤 搬沥 窍绰芭绊,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34161,老 救窍绊 技陛父 绵郴绰 逛滚矾瘤 傍公盔货尝甸捞 呈公 腹促,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
38724,捞霸 恐 刘芭啊凳 せせせせせせせせせせせせせせせせせせせせせせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34045,捞矾搁 捻莆 肺南硅价捞 农瘤 穿啊 促弗 镑俊辑 林巩 窍摆衬,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
35163,汲付 捞锅捞 贸澜捞菌摆绢 坷官付 寸急档 炉俺 俺涝灯阑 芭促,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
42359,httpsyoutube2olrgr2Fo 加焊朵 犁八钎窃 せ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
42210,しげ vs けじぞ 厚啦 焊家 せせせ 楼厘全绢 霓厚甸 盒惯秦,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34006,琶硅厚 轿促绰 仇甸 腹匙 措扁诀 捌沥秦林绰 馒茄 惫刮甸せせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
42397,捞霸 刮林寸 林瘤荤 乐绰 林飘烦橇 屈 矫唱府坷措肺 啊绰芭促,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
41930,唱摹狼 切混捞 捞秦啊 埃促 PC俊 拱电牢埃篮 ぉし 盎积阂啊,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
39129,盒困扁 焊聪 两瞪波 鞍酒辑 脾绰芭 弊 捞惑 弊 捞窍档 酒丛,1,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
33881,辑匡 角力 配冠捞 牢备 1欺季飘 固父牢单 呈绰 绢叼 辆磊烙,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
33827,柳楼 垮窍绊 酵篮单 疙抗妊颊了肺 吧副鳖毫 曼绰促 せせせせせ,0,./data\牢荤捞飘_ent.csv
41884,CNN俺棱 春胶 荤捞飘焊促 飘贰侨 23硅 腹促 气胶啊 啪烙,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
33992,胡 肋 氨绊 裹了 救历瘤福搁 琶硅救秦档 登摆匙 沮芒牢积斥酒,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34377,绊家蜡档 臂捞匙 瘩臂焊绊 绊家窍扼绊 老抚焊窍妨绊 窍绰芭促鞠,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
42036,しぞ锐噶荤亲捞瘤父 固海牢捞尔 历荤恩捞尔 钦悼炼荤窍搁 亮摆畴,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
35001,弊霸 何沥急芭扼绰 刘芭绰 救登绰单 购俺家府衬 档措力せせせせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34786,家坊配 19斥 鸥继绊 楷技档 乐栏角刨单 购 k7捞畴 せせせ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34833,瘤瞒 官插栏搁辑 局厚瞒 官层玲促绊 瓤磊 内胶橇饭秦辑 けじぞ,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34837,霸捞具 酒滚瘤 荤绊 救唱矫霸 扁档 秦临霸摹挪 荤冈霸 父盔父,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
42057,瘤开疙 嘿捞绰霸 两练 全绢 吝凉 畴啊促 晨郴 抄促绊 げさ酒,2,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
38894,飘烦橇 犁急捞搁 传 奔府绊 俺 贸眶绰 させ 构扼绊 臂凡妨唱,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
34584,舅百蠢聪鳖 亲固盔炼甫 扁撅窍绊 吝惫阑 级辫聪促 扼绊 琅绢毫,0,./data\老海_老埃海胶飘霸矫拱_瘩臂_弥辟12其捞瘤.csv
